[INFO ] 2016-02-02 06:54:26,978 -- WorkingPath: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\
[INFO ] 2016-02-02 06:54:26,996 -- Your original rating data path: C:\Users\irecs\Desktop\Data\music\ratings.txt
[INFO ] 2016-02-02 06:54:26,997 -- Current working path: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\
[WARN ] 2016-02-02 06:54:27,007 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2016-02-02 06:54:27,731 -- Data transformaton completed (from Compact to Binary format). See new rating file: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\ratings_binary.txt
[INFO ] 2016-02-02 06:54:27,760 -- Dataset: ...ARSKit.Workspace\ratings_binary.txt
[INFO ] 2016-02-02 06:54:27,765 -- DataPath: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\ratings_binary.txt
[INFO ] 2016-02-02 06:54:28,354 -- Rating data set has been successfully loaded.
[INFO ] 2016-02-02 06:54:28,371 -- 
/***************************************************************************************************************************************************
 *
 * Dataset: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\ratings_binary.txt
 * User amount: 42
 * Item amount: 139
 * Rate amount: 3938
 * Context dimensions: 8 (drivingstyle, landscape, mood, naturalphenomena, roadtype, sleepiness, trafficconditions, weather)
 * Context conditions: 34 (drivingstyle: 3, landscape: 5, mood: 5, naturalphenomena: 5, roadtype: 4, sleepiness: 3, trafficconditions: 4, weather: 5)
 * Context situations: 27
 * Contextual Data density: 8.0978%
 * Scale distribution: [0.0 x 122, 3.0 x 652, 2.0 x 705, 1.0 x 1452, 4.0 x 513, 5.0 x 494]
 * 
 * Average value of all ratings: 2.447647
 * Standard deviation of all ratings: 1.474440
 * Mode of all rating values: 1.000000
 * Median of all rating values: 2.000000
 *
 ***************************************************************************************************************************************************/
[INFO ] 2016-02-02 06:54:28,372 -- Dataset: ...ARSKit.Workspace\ratings_binary.txt
[INFO ] 2016-02-02 06:54:28,372 -- DataPath: C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\ratings_binary.txt
[INFO ] 2016-02-02 06:54:28,630 -- Rating data set has been successfully loaded.
[INFO ] 2016-02-02 06:54:28,633 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2016-02-02 06:54:28,728 -- Fold [1]: training amount: 3029, test amount: 753
[DEBUG] 2016-02-02 06:54:28,751 -- Fold [2]: training amount: 3025, test amount: 757
[DEBUG] 2016-02-02 06:54:28,764 -- Fold [3]: training amount: 3023, test amount: 759
[DEBUG] 2016-02-02 06:54:28,781 -- Fold [4]: training amount: 3025, test amount: 757
[DEBUG] 2016-02-02 06:54:28,797 -- Fold [5]: training amount: 3026, test amount: 756
[DEBUG] 2016-02-02 06:54:30,580 -- CAMF_C fold [4] iter 90: loss = 3122.1035, delta_loss = 0.0020058905, learn_rate = 1.4644964E-8
[DEBUG] 2016-02-02 06:54:30,592 -- CAMF_C fold [4] iter 91: loss = 3122.1013, delta_loss = 0.0021060987, learn_rate = 1.5377212E-8
[DEBUG] 2016-02-02 06:54:30,593 -- CAMF_C fold [1] iter 86: loss = 3294.0498, delta_loss = 0.08072163, learn_rate = 1.20484485E-8
[DEBUG] 2016-02-02 06:54:30,594 -- CAMF_C fold [3] iter 96: loss = 3178.7446, delta_loss = 0.003449484, learn_rate = 1.9625652E-8
[DEBUG] 2016-02-02 06:54:30,594 -- CAMF_C fold [2] iter 93: loss = 3376.2207, delta_loss = 0.121130265, learn_rate = 1.6953377E-8
[DEBUG] 2016-02-02 06:54:30,598 -- CAMF_C fold [1] iter 87: loss = 3293.965, delta_loss = 0.08471679, learn_rate = 1.2650871E-8
[DEBUG] 2016-02-02 06:54:30,599 -- CAMF_C fold [3] iter 97: loss = 3178.741, delta_loss = 0.0036210744, learn_rate = 2.0606935E-8
[DEBUG] 2016-02-02 06:54:30,600 -- CAMF_C fold [2] iter 94: loss = 3376.0938, delta_loss = 0.12710138, learn_rate = 1.7801046E-8
[DEBUG] 2016-02-02 06:54:30,605 -- CAMF_C fold [1] iter 88: loss = 3293.8762, delta_loss = 0.088907525, learn_rate = 1.3283414E-8
[DEBUG] 2016-02-02 06:54:30,606 -- CAMF_C fold [3] iter 98: loss = 3178.7373, delta_loss = 0.0038011547, learn_rate = 2.1637282E-8
[DEBUG] 2016-02-02 06:54:30,606 -- CAMF_C fold [2] iter 95: loss = 3375.9602, delta_loss = 0.13336234, learn_rate = 1.8691098E-8
[DEBUG] 2016-02-02 06:54:30,610 -- CAMF_C fold [1] iter 89: loss = 3293.783, delta_loss = 0.09330321, learn_rate = 1.3947585E-8
[DEBUG] 2016-02-02 06:54:30,611 -- CAMF_C fold [3] iter 99: loss = 3178.7332, delta_loss = 0.00399014, learn_rate = 2.2719146E-8
[DEBUG] 2016-02-02 06:54:30,611 -- CAMF_C fold [2] iter 96: loss = 3375.8203, delta_loss = 0.1399268, learn_rate = 1.9625652E-8
[DEBUG] 2016-02-02 06:54:30,616 -- CAMF_C fold [1] iter 90: loss = 3293.685, delta_loss = 0.097913615, learn_rate = 1.4644964E-8
[DEBUG] 2016-02-02 06:54:30,617 -- CAMF_C fold [3] iter 100: loss = 3178.729, delta_loss = 0.004188466, learn_rate = 2.3855105E-8
[DEBUG] 2016-02-02 06:54:30,617 -- CAMF_C fold [2] iter 97: loss = 3375.6736, delta_loss = 0.14680894, learn_rate = 2.0606935E-8
[DEBUG] 2016-02-02 06:54:30,624 -- CAMF_C fold [3] iter 101: loss = 3178.7246, delta_loss = 0.004396588, learn_rate = 2.5047859E-8
[DEBUG] 2016-02-02 06:54:30,625 -- CAMF_C fold [2] iter 98: loss = 3375.5195, delta_loss = 0.15402359, learn_rate = 2.1637282E-8
[DEBUG] 2016-02-02 06:54:30,626 -- CAMF_C fold [1] iter 91: loss = 3293.5823, delta_loss = 0.10274896, learn_rate = 1.5377212E-8
[DEBUG] 2016-02-02 06:54:30,646 -- CAMF_C fold [5] iter 91: loss = 3359.9907, delta_loss = 0.038617805, learn_rate = 1.5377212E-8
[DEBUG] 2016-02-02 06:54:30,651 -- CAMF_C fold [5] iter 92: loss = 3359.9502, delta_loss = 0.04052501, learn_rate = 1.6146073E-8
[DEBUG] 2016-02-02 06:54:30,652 -- CAMF_C fold [4] iter 92: loss = 3122.099, delta_loss = 0.0022113083, learn_rate = 1.6146073E-8
[DEBUG] 2016-02-02 06:54:30,657 -- CAMF_C fold [2] iter 99: loss = 3375.358, delta_loss = 0.16158618, learn_rate = 2.2719146E-8
[DEBUG] 2016-02-02 06:54:30,657 -- CAMF_C fold [5] iter 93: loss = 3359.9077, delta_loss = 0.042525172, learn_rate = 1.6953377E-8
[DEBUG] 2016-02-02 06:54:30,658 -- CAMF_C fold [3] iter 102: loss = 3178.72, delta_loss = 0.0046149846, learn_rate = 2.6300253E-8
[DEBUG] 2016-02-02 06:54:30,659 -- CAMF_C fold [4] iter 93: loss = 3122.0967, delta_loss = 0.0023217688, learn_rate = 1.6953377E-8
[DEBUG] 2016-02-02 06:54:30,662 -- CAMF_C fold [2] iter 100: loss = 3375.1885, delta_loss = 0.16951285, learn_rate = 2.3855105E-8
[DEBUG] 2016-02-02 06:54:30,663 -- CAMF_C fold [3] iter 103: loss = 3178.7153, delta_loss = 0.0048441556, learn_rate = 2.7615265E-8
[DEBUG] 2016-02-02 06:54:30,666 -- CAMF_C fold [5] iter 94: loss = 3359.863, delta_loss = 0.044622686, learn_rate = 1.7801046E-8
[DEBUG] 2016-02-02 06:54:30,668 -- CAMF_C fold [2] iter 101: loss = 3375.0107, delta_loss = 0.17782035, learn_rate = 2.5047859E-8
[DEBUG] 2016-02-02 06:54:30,668 -- CAMF_C fold [3] iter 104: loss = 3178.7102, delta_loss = 0.0050846254, learn_rate = 2.8996027E-8
[DEBUG] 2016-02-02 06:54:30,671 -- CAMF_C fold [5] iter 95: loss = 3359.8162, delta_loss = 0.04682215, learn_rate = 1.8691098E-8
[DEBUG] 2016-02-02 06:54:30,674 -- CAMF_C fold [2] iter 102: loss = 3374.824, delta_loss = 0.18652618, learn_rate = 2.6300253E-8
[DEBUG] 2016-02-02 06:54:30,675 -- CAMF_C fold [3] iter 105: loss = 3178.7048, delta_loss = 0.005336943, learn_rate = 3.044583E-8
[DEBUG] 2016-02-02 06:54:30,678 -- CAMF_C fold [5] iter 96: loss = 3359.767, delta_loss = 0.049128365, learn_rate = 1.9625652E-8
[DEBUG] 2016-02-02 06:54:30,680 -- CAMF_C fold [2] iter 103: loss = 3374.6284, delta_loss = 0.19564854, learn_rate = 2.7615265E-8
[DEBUG] 2016-02-02 06:54:30,680 -- CAMF_C fold [3] iter 106: loss = 3178.6992, delta_loss = 0.0056016827, learn_rate = 3.196812E-8
[DEBUG] 2016-02-02 06:54:30,684 -- CAMF_C fold [5] iter 97: loss = 3359.7156, delta_loss = 0.05154635, learn_rate = 2.0606935E-8
[DEBUG] 2016-02-02 06:54:30,686 -- CAMF_C fold [3] iter 107: loss = 3178.6934, delta_loss = 0.005879446, learn_rate = 3.3566526E-8
[DEBUG] 2016-02-02 06:54:30,688 -- CAMF_C fold [2] iter 104: loss = 3374.4233, delta_loss = 0.20520635, learn_rate = 2.8996027E-8
[DEBUG] 2016-02-02 06:54:30,691 -- CAMF_C fold [1] iter 92: loss = 3293.4744, delta_loss = 0.10781993, learn_rate = 1.6146073E-8
[DEBUG] 2016-02-02 06:54:30,693 -- CAMF_C fold [4] iter 94: loss = 3122.0942, delta_loss = 0.0024377417, learn_rate = 1.7801046E-8
[DEBUG] 2016-02-02 06:54:30,697 -- CAMF_C fold [1] iter 93: loss = 3293.3613, delta_loss = 0.11313768, learn_rate = 1.6953377E-8
[DEBUG] 2016-02-02 06:54:30,699 -- CAMF_C fold [4] iter 95: loss = 3122.0918, delta_loss = 0.0025595012, learn_rate = 1.8691098E-8
[DEBUG] 2016-02-02 06:54:30,706 -- CAMF_C fold [1] iter 94: loss = 3293.2427, delta_loss = 0.11871386, learn_rate = 1.7801046E-8
[DEBUG] 2016-02-02 06:54:30,706 -- CAMF_C fold [4] iter 96: loss = 3122.089, delta_loss = 0.002687336, learn_rate = 1.9625652E-8
[DEBUG] 2016-02-02 06:54:30,711 -- CAMF_C fold [4] iter 97: loss = 3122.0862, delta_loss = 0.0028215481, learn_rate = 2.0606935E-8
[DEBUG] 2016-02-02 06:54:30,711 -- CAMF_C fold [1] iter 95: loss = 3293.1182, delta_loss = 0.12456065, learn_rate = 1.8691098E-8
[DEBUG] 2016-02-02 06:54:30,718 -- CAMF_C fold [1] iter 96: loss = 3292.9873, delta_loss = 0.13069074, learn_rate = 1.9625652E-8
[DEBUG] 2016-02-02 06:54:30,723 -- CAMF_C fold [1] iter 97: loss = 3292.8503, delta_loss = 0.13711737, learn_rate = 2.0606935E-8
[DEBUG] 2016-02-02 06:54:30,725 -- CAMF_C fold [5] iter 98: loss = 3359.6614, delta_loss = 0.054081324, learn_rate = 2.1637282E-8
[DEBUG] 2016-02-02 06:54:30,730 -- CAMF_C fold [5] iter 99: loss = 3359.6047, delta_loss = 0.05673875, learn_rate = 2.2719146E-8
[DEBUG] 2016-02-02 06:54:30,738 -- CAMF_C fold [2] iter 105: loss = 3374.208, delta_loss = 0.2152193, learn_rate = 3.044583E-8
[DEBUG] 2016-02-02 06:54:30,744 -- CAMF_C fold [2] iter 106: loss = 3373.9824, delta_loss = 0.22570789, learn_rate = 3.196812E-8
[DEBUG] 2016-02-02 06:54:30,747 -- CAMF_C fold [5] iter 100: loss = 3359.5452, delta_loss = 0.059524313, learn_rate = 2.3855105E-8
[DEBUG] 2016-02-02 06:54:30,748 -- CAMF_C fold [3] iter 108: loss = 3178.6873, delta_loss = 0.0061708638, learn_rate = 3.5244852E-8
[DEBUG] 2016-02-02 06:54:30,752 -- CAMF_C fold [5] iter 101: loss = 3359.4827, delta_loss = 0.062443938, learn_rate = 2.5047859E-8
[DEBUG] 2016-02-02 06:54:30,753 -- CAMF_C fold [3] iter 109: loss = 3178.6807, delta_loss = 0.006476594, learn_rate = 3.7007094E-8
[DEBUG] 2016-02-02 06:54:30,753 -- CAMF_C fold [4] iter 98: loss = 3122.0833, delta_loss = 0.002962455, learn_rate = 2.1637282E-8
[DEBUG] 2016-02-02 06:54:30,757 -- CAMF_C fold [2] iter 107: loss = 3373.7456, delta_loss = 0.23669335, learn_rate = 3.3566526E-8
[DEBUG] 2016-02-02 06:54:30,759 -- CAMF_C fold [5] iter 102: loss = 3359.4172, delta_loss = 0.065503806, learn_rate = 2.6300253E-8
[DEBUG] 2016-02-02 06:54:30,759 -- CAMF_C fold [4] iter 99: loss = 3122.08, delta_loss = 0.00311039, learn_rate = 2.2719146E-8
[DEBUG] 2016-02-02 06:54:30,760 -- CAMF_C fold [3] iter 110: loss = 3178.6738, delta_loss = 0.006797327, learn_rate = 3.885745E-8
[DEBUG] 2016-02-02 06:54:30,764 -- CAMF_C fold [4] iter 100: loss = 3122.077, delta_loss = 0.0032657026, learn_rate = 2.3855105E-8
[DEBUG] 2016-02-02 06:54:30,764 -- CAMF_C fold [5] iter 103: loss = 3359.3486, delta_loss = 0.06871036, learn_rate = 2.7615265E-8
[DEBUG] 2016-02-02 06:54:30,767 -- CAMF_C fold [3] iter 111: loss = 3178.6667, delta_loss = 0.0071337847, learn_rate = 4.0800323E-8
[DEBUG] 2016-02-02 06:54:30,767 -- CAMF_C fold [2] iter 108: loss = 3373.4973, delta_loss = 0.2481978, learn_rate = 3.5244852E-8
[DEBUG] 2016-02-02 06:54:30,770 -- CAMF_C fold [1] iter 98: loss = 3292.7063, delta_loss = 0.14385436, learn_rate = 2.1637282E-8
[DEBUG] 2016-02-02 06:54:30,771 -- CAMF_C fold [4] iter 101: loss = 3122.0735, delta_loss = 0.0034287598, learn_rate = 2.5047859E-8
[DEBUG] 2016-02-02 06:54:30,773 -- CAMF_C fold [3] iter 112: loss = 3178.6592, delta_loss = 0.0074867224, learn_rate = 4.2840337E-8
[DEBUG] 2016-02-02 06:54:30,774 -- CAMF_C fold [2] iter 109: loss = 3373.237, delta_loss = 0.2602441, learn_rate = 3.7007094E-8
[DEBUG] 2016-02-02 06:54:30,777 -- CAMF_C fold [1] iter 99: loss = 3292.5554, delta_loss = 0.15091614, learn_rate = 2.2719146E-8
[DEBUG] 2016-02-02 06:54:30,777 -- CAMF_C fold [4] iter 102: loss = 3122.0698, delta_loss = 0.0035999466, learn_rate = 2.6300253E-8
[DEBUG] 2016-02-02 06:54:30,782 -- CAMF_C fold [1] iter 100: loss = 3292.3972, delta_loss = 0.15831773, learn_rate = 2.3855105E-8
[DEBUG] 2016-02-02 06:54:30,782 -- CAMF_C fold [4] iter 103: loss = 3122.0662, delta_loss = 0.0037796674, learn_rate = 2.7615265E-8
[DEBUG] 2016-02-02 06:54:30,783 -- CAMF_C fold [2] iter 110: loss = 3372.9644, delta_loss = 0.27285606, learn_rate = 3.885745E-8
[DEBUG] 2016-02-02 06:54:30,786 -- CAMF_C fold [3] iter 113: loss = 3178.6514, delta_loss = 0.00785693, learn_rate = 4.4982357E-8
[DEBUG] 2016-02-02 06:54:30,788 -- CAMF_C fold [1] iter 101: loss = 3292.2312, delta_loss = 0.16607475, learn_rate = 2.5047859E-8
[DEBUG] 2016-02-02 06:54:30,793 -- CAMF_C fold [1] iter 102: loss = 3292.057, delta_loss = 0.17420353, learn_rate = 2.6300253E-8
[DEBUG] 2016-02-02 06:54:30,797 -- CAMF_C fold [5] iter 104: loss = 3359.2764, delta_loss = 0.07207028, learn_rate = 2.8996027E-8
[DEBUG] 2016-02-02 06:54:30,800 -- CAMF_C fold [1] iter 103: loss = 3291.8743, delta_loss = 0.182721, learn_rate = 2.7615265E-8
[DEBUG] 2016-02-02 06:54:30,803 -- CAMF_C fold [5] iter 105: loss = 3359.201, delta_loss = 0.07559054, learn_rate = 3.044583E-8
[DEBUG] 2016-02-02 06:54:30,810 -- CAMF_C fold [5] iter 106: loss = 3359.1216, delta_loss = 0.0792784, learn_rate = 3.196812E-8
[DEBUG] 2016-02-02 06:54:30,811 -- CAMF_C fold [4] iter 104: loss = 3122.0623, delta_loss = 0.003968346, learn_rate = 2.8996027E-8
[DEBUG] 2016-02-02 06:54:30,815 -- CAMF_C fold [5] iter 107: loss = 3359.0383, delta_loss = 0.08314139, learn_rate = 3.3566526E-8
[DEBUG] 2016-02-02 06:54:30,816 -- CAMF_C fold [4] iter 105: loss = 3122.0579, delta_loss = 0.004166428, learn_rate = 3.044583E-8
[DEBUG] 2016-02-02 06:54:30,820 -- CAMF_C fold [5] iter 108: loss = 3358.9512, delta_loss = 0.08718732, learn_rate = 3.5244852E-8
[DEBUG] 2016-02-02 06:54:30,823 -- CAMF_C fold [4] iter 106: loss = 3122.0537, delta_loss = 0.0043743798, learn_rate = 3.196812E-8
[DEBUG] 2016-02-02 06:54:30,827 -- CAMF_C fold [5] iter 109: loss = 3358.8599, delta_loss = 0.09142433, learn_rate = 3.7007094E-8
[DEBUG] 2016-02-02 06:54:30,827 -- CAMF_C fold [2] iter 111: loss = 3372.6782, delta_loss = 0.28605825, learn_rate = 4.0800323E-8
[DEBUG] 2016-02-02 06:54:30,827 -- CAMF_C fold [3] iter 114: loss = 3178.643, delta_loss = 0.008245232, learn_rate = 4.7231474E-8
[DEBUG] 2016-02-02 06:54:30,829 -- CAMF_C fold [4] iter 107: loss = 3122.049, delta_loss = 0.0045926915, learn_rate = 3.3566526E-8
[DEBUG] 2016-02-02 06:54:30,829 -- CAMF_C fold [1] iter 104: loss = 3291.6826, delta_loss = 0.19164483, learn_rate = 2.8996027E-8
[DEBUG] 2016-02-02 06:54:30,833 -- CAMF_C fold [2] iter 112: loss = 3372.3784, delta_loss = 0.29987615, learn_rate = 4.2840337E-8
[DEBUG] 2016-02-02 06:54:30,833 -- CAMF_C fold [3] iter 115: loss = 3178.6345, delta_loss = 0.008652492, learn_rate = 4.9593048E-8
[DEBUG] 2016-02-02 06:54:30,834 -- CAMF_C fold [4] iter 108: loss = 3122.0442, delta_loss = 0.004821878, learn_rate = 3.5244852E-8
[DEBUG] 2016-02-02 06:54:30,834 -- CAMF_C fold [1] iter 105: loss = 3291.4814, delta_loss = 0.20099336, learn_rate = 3.044583E-8
[DEBUG] 2016-02-02 06:54:30,839 -- CAMF_C fold [2] iter 113: loss = 3372.064, delta_loss = 0.31433615, learn_rate = 4.4982357E-8
[DEBUG] 2016-02-02 06:54:30,839 -- CAMF_C fold [3] iter 116: loss = 3178.6255, delta_loss = 0.009079615, learn_rate = 5.20727E-8
[DEBUG] 2016-02-02 06:54:30,840 -- CAMF_C fold [4] iter 109: loss = 3122.039, delta_loss = 0.005062478, learn_rate = 3.7007094E-8
[DEBUG] 2016-02-02 06:54:30,841 -- CAMF_C fold [1] iter 106: loss = 3291.2708, delta_loss = 0.21078569, learn_rate = 3.196812E-8
[DEBUG] 2016-02-02 06:54:30,845 -- CAMF_C fold [2] iter 114: loss = 3371.7346, delta_loss = 0.32946548, learn_rate = 4.7231474E-8
[DEBUG] 2016-02-02 06:54:30,845 -- CAMF_C fold [3] iter 117: loss = 3178.616, delta_loss = 0.009527542, learn_rate = 5.4676335E-8
[DEBUG] 2016-02-02 06:54:30,846 -- CAMF_C fold [1] iter 107: loss = 3291.0498, delta_loss = 0.2210416, learn_rate = 3.3566526E-8
[DEBUG] 2016-02-02 06:54:30,850 -- CAMF_C fold [2] iter 115: loss = 3371.3894, delta_loss = 0.34529227, learn_rate = 4.9593048E-8
[DEBUG] 2016-02-02 06:54:30,850 -- CAMF_C fold [3] iter 118: loss = 3178.606, delta_loss = 0.00999726, learn_rate = 5.741015E-8
[DEBUG] 2016-02-02 06:54:30,852 -- CAMF_C fold [1] iter 108: loss = 3290.8179, delta_loss = 0.23178169, learn_rate = 3.5244852E-8
[DEBUG] 2016-02-02 06:54:30,857 -- CAMF_C fold [3] iter 119: loss = 3178.5955, delta_loss = 0.010489798, learn_rate = 6.028066E-8
[DEBUG] 2016-02-02 06:54:30,858 -- CAMF_C fold [1] iter 109: loss = 3290.575, delta_loss = 0.24302728, learn_rate = 3.7007094E-8
[DEBUG] 2016-02-02 06:54:30,859 -- CAMF_C fold [2] iter 116: loss = 3371.0273, delta_loss = 0.36184552, learn_rate = 5.20727E-8
[DEBUG] 2016-02-02 06:54:30,866 -- CAMF_C fold [5] iter 110: loss = 3358.764, delta_loss = 0.09586085, learn_rate = 3.885745E-8
[DEBUG] 2016-02-02 06:54:30,868 -- CAMF_C fold [1] iter 110: loss = 3290.32, delta_loss = 0.25480053, learn_rate = 3.885745E-8
[DEBUG] 2016-02-02 06:54:30,877 -- CAMF_C fold [3] iter 120: loss = 3178.5845, delta_loss = 0.011006231, learn_rate = 6.329469E-8
[DEBUG] 2016-02-02 06:54:30,877 -- CAMF_C fold [2] iter 117: loss = 3370.6482, delta_loss = 0.37915513, learn_rate = 5.4676335E-8
[DEBUG] 2016-02-02 06:54:30,874 -- CAMF_C fold [4] iter 110: loss = 3122.0337, delta_loss = 0.005315058, learn_rate = 3.885745E-8
[DEBUG] 2016-02-02 06:54:30,879 -- CAMF_C fold [3] evaluate test data ... 
[DEBUG] 2016-02-02 06:54:30,883 -- CAMF_C fold [2] iter 118: loss = 3370.251, delta_loss = 0.39725184, learn_rate = 5.741015E-8
[DEBUG] 2016-02-02 06:54:30,884 -- CAMF_C fold [4] iter 111: loss = 3122.0283, delta_loss = 0.0055802125, learn_rate = 4.0800323E-8
[DEBUG] 2016-02-02 06:54:30,889 -- CAMF_C fold [4] iter 112: loss = 3122.0225, delta_loss = 0.005858564, learn_rate = 4.2840337E-8
[DEBUG] 2016-02-02 06:54:30,895 -- CAMF_C fold [2] iter 119: loss = 3369.835, delta_loss = 0.41616726, learn_rate = 6.028066E-8
[DEBUG] 2016-02-02 06:54:30,907 -- CAMF_C fold [3] has writeen rating predictions to C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\CAMF_C-rating-predictions fold [3].txt
[DEBUG] 2016-02-02 06:54:30,871 -- CAMF_C fold [5] iter 111: loss = 3358.6636, delta_loss = 0.10050562, learn_rate = 4.0800323E-8
[DEBUG] 2016-02-02 06:54:30,898 -- CAMF_C fold [4] iter 113: loss = 3122.016, delta_loss = 0.0061507663, learn_rate = 4.4982357E-8
[DEBUG] 2016-02-02 06:54:30,914 -- CAMF_C fold [1] iter 111: loss = 3290.053, delta_loss = 0.2671243, learn_rate = 4.0800323E-8
[DEBUG] 2016-02-02 06:54:30,915 -- CAMF_C fold [2] iter 120: loss = 3369.399, delta_loss = 0.43593386, learn_rate = 6.329469E-8
[DEBUG] 2016-02-02 06:54:30,915 -- CAMF_C fold [2] evaluate test data ... 
[DEBUG] 2016-02-02 06:54:30,922 -- CAMF_C fold [5] iter 112: loss = 3358.558, delta_loss = 0.10536769, learn_rate = 4.2840337E-8
[DEBUG] 2016-02-02 06:54:30,925 -- CAMF_C fold [1] iter 112: loss = 3289.773, delta_loss = 0.28002232, learn_rate = 4.2840337E-8
[DEBUG] 2016-02-02 06:54:30,931 -- CAMF_C fold [5] iter 113: loss = 3358.4478, delta_loss = 0.110456444, learn_rate = 4.4982357E-8
[DEBUG] 2016-02-02 06:54:30,935 -- CAMF_C fold [1] iter 113: loss = 3289.4795, delta_loss = 0.29351914, learn_rate = 4.4982357E-8
[DEBUG] 2016-02-02 06:54:30,912 -- CAMF_C fold [3]: MAE: 1.255081, RMSE: 1.432522, NAME: 0.251016, rMAE: 2.475626, rRMSE: 2.854624, MPE: 0.000000	Time: 00:02, 00:00	View: all
[DEBUG] 2016-02-02 06:54:30,950 -- CAMF_C fold [4] iter 114: loss = 3122.0098, delta_loss = 0.0064575057, learn_rate = 4.7231474E-8
[DEBUG] 2016-02-02 06:54:30,960 -- CAMF_C fold [4] iter 115: loss = 3122.003, delta_loss = 0.0067795017, learn_rate = 4.9593048E-8
[DEBUG] 2016-02-02 06:54:30,971 -- CAMF_C fold [4] iter 116: loss = 3121.9958, delta_loss = 0.0071175084, learn_rate = 5.20727E-8
[DEBUG] 2016-02-02 06:54:30,974 -- CAMF_C fold [1] iter 114: loss = 3289.1719, delta_loss = 0.30764014, learn_rate = 4.7231474E-8
[DEBUG] 2016-02-02 06:54:30,984 -- CAMF_C fold [4] iter 117: loss = 3121.9883, delta_loss = 0.007472318, learn_rate = 5.4676335E-8
[DEBUG] 2016-02-02 06:54:30,985 -- CAMF_C fold [1] iter 115: loss = 3288.8494, delta_loss = 0.32241142, learn_rate = 4.9593048E-8
[DEBUG] 2016-02-02 06:54:30,986 -- CAMF_C fold [5] iter 114: loss = 3358.3318, delta_loss = 0.115781575, learn_rate = 4.7231474E-8
[DEBUG] 2016-02-02 06:54:30,994 -- CAMF_C fold [1] iter 116: loss = 3288.5115, delta_loss = 0.33786002, learn_rate = 5.20727E-8
[DEBUG] 2016-02-02 06:54:30,995 -- CAMF_C fold [5] iter 115: loss = 3358.2104, delta_loss = 0.12135311, learn_rate = 4.9593048E-8
[DEBUG] 2016-02-02 06:54:31,004 -- CAMF_C fold [5] iter 116: loss = 3358.0833, delta_loss = 0.1271814, learn_rate = 5.20727E-8
[DEBUG] 2016-02-02 06:54:31,005 -- CAMF_C fold [1] iter 117: loss = 3288.1575, delta_loss = 0.35401368, learn_rate = 5.4676335E-8
[DEBUG] 2016-02-02 06:54:31,012 -- CAMF_C fold [5] iter 117: loss = 3357.95, delta_loss = 0.13327712, learn_rate = 5.4676335E-8
[DEBUG] 2016-02-02 06:54:31,018 -- CAMF_C fold [2] has writeen rating predictions to C:\Users\irecs\Desktop\Data\music\CARSKit.Workspace\CAMF_C-rating-predictions fold [2].txt
[DEBUG] 2016-02-02 06:54:31,018 -- CAMF_C fold [2]: MAE: 1.281116, RMSE: 1.527549, NAME: 0.256223, rMAE: 2.454425, rRMSE: 2.857237, MPE: 0.000000	Time: 00:02, 00:00	View: all
[DEBUG] 2016-02-02 06:54:31,025 -- CAMF_C fold [4] iter 118: loss = 3121.9805, delta_loss = 0.007844761, learn_rate = 5.741015E-8
[DEBUG] 2016-02-02 06:54:31,029 -- CAMF_C fold [1] iter 118: loss = 3287.7866, delta_loss = 0.37090102, learn_rate = 5.741015E-8
[DEBUG] 2016-02-02 06:54:31,032 -- CAMF_C fold [5] iter 118: loss = 3357.8103, delta_loss = 0.13965125, learn_rate = 5.741015E-8
[DEBUG] 2016-02-02 06:54:31,034 -- CAMF_C fold [4] iter 119: loss = 3121.9724, delta_loss = 0.008235709, learn_rate = 6.028066E-8
[DEBUG] 2016-02-02 06:54:31,038 -- CAMF_C fold [1] iter 119: loss = 3287.398, delta_loss = 0.3885514, learn_rate = 6.028066E-8
[DEBUG] 2016-02-02 06:54:31,042 -- CAMF_C fold [5] iter 119: loss = 3357.664, delta_loss = 0.14631513, learn_rate = 6.028066E-8
[DEBUG] 2016-02-02 06:54:31,044 -- CAMF_C fold [4] iter 120: loss = 3121.9636, delta_loss = 0.008646075, learn_rate = 6.329469E-8
[DEBUG] 2016-02-02 06:54:31,044 -- CAMF_C fold [4] evaluate test data ... 
[DEBUG] 2016-02-02 06:54:31,048 -- CAMF_C fold [1] iter 120: loss = 3286.991, delta_loss = 0.40699497, learn_rate = 6.329469E-8
[DEBUG] 2016-02-02 06:54:31,052 -- CAMF_C fold [5] iter 120: loss = 3357.5107, delta_loss = 0.15328036, learn_rate = 6.329469E-8
[DEBUG] 2016-02-02 06:54:31,053 -- CAMF_C fold [1] evaluate test data ... 
[DEBUG] 2016-02-02 06:54:31,053 -- CAMF_C fold [5] evaluate test data ... 
